Depth (m),del18O,Age (yrs BP),temperature
2362.25,-39.57,47699.0,-38.61
2362.8,-39.28,47744.0,-38.18
2363.35,-39.57,47787.0,-38.61
2363.9,-39.53,47832.0,-38.55
2364.45,-39.59,47878.0,-38.64
2365.0,-38.86,47923.0,-37.55
2365.55,-39.04,47964.0,-37.82
2366.1,-39.51,48005.0,-38.52
2366.65,-38.9,48050.0,-37.61
2367.2,-39.47,48091.0,-38.46
2367.75,-39.36,48136.0,-38.3
2368.3,-39.04,48181.0,-37.82
2368.85,-39.51,48223.0,-38.52
2369.4,-39.86,48268.0,-39.04
2369.95,-39.37,48316.0,-38.31
2370.5,-38.8,48361.0,-37.46
2371.05,-39.68,48401.0,-38.78
2371.6,-39.45,48448.0,-38.43
2372.15,-38.86,48494.0,-37.55
2372.7,-39.64,48535.0,-38.72
2373.25,-39.08,48582.0,-37.88
2373.8,-39.74,48625.0,-38.87
2374.35,-38.8,48672.0,-37.46
2374.9,-39.33,48714.0,-38.25
2375.45,-39.76,48758.0,-38.9
2376.0,-39.13,48806.0,-37.96
2376.55,-38.48,48850.0,-36.99
2377.1,-38.9,48889.0,-37.61
2377.65,-38.88,48931.0,-37.58
2378.2,-38.85,48973.0,-37.54
2378.75,-39.36,49015.0,-38.3
2379.3,-39.75,49060.0,-38.88
2379.85,-39.56,49109.0,-38.6
2380.4,-39.17,49156.0,-38.01
2380.95,-38.58,49200.0,-37.13
2381.5,-38.44,49240.0,-36.93
2382.05,-38.26,49280.0,-36.66
2382.6,-37.61,49318.0,-35.69
2383.15,-38.61,49354.0,-37.18
2383.7,-38.3,49394.0,-36.72
2384.25,-38.73,49433.0,-37.36
2384.8,-38.39,49475.0,-36.85
2385.35,-38.2,49515.0,-36.57
2385.9,-37.97,49553.0,-36.22
2386.45,-39.08,49591.0,-37.88
2387.0,-38.97,49635.0,-37.72
2387.55,-38.0,49678.0,-36.27
2388.1,-37.9,49716.0,-36.12
2388.65,-38.25,49753.0,-36.64
2389.2,-37.79,49792.0,-35.96
2389.75,-38.13,49829.0,-36.46
2390.3,-38.6,49868.0,-37.16
2390.85,-38.4,49909.0,-36.87
2391.4,-37.99,49949.0,-36.25
2391.95,-38.0,49987.0,-36.27
2392.5,-38.68,50025.0,-37.28
2393.05,-37.4,50068.0,-35.37
2393.6,-38.21,50103.0,-36.58
2394.15,-37.34,50142.0,-35.28
2394.7,-37.71,50177.0,-35.84
2395.25,-37.9,50214.0,-36.12
2395.8,-38.4,50252.0,-36.87
2396.35,-37.84,50293.0,-36.03
2396.9,-38.18,50331.0,-36.54
2397.45,-38.52,50370.0,-37.04
2398.0,-37.92,50412.0,-36.15
2398.55,-37.57,50450.0,-35.63
2399.1,-37.91,50487.0,-36.13
2399.65,-37.89,50525.0,-36.1
2400.2,-37.5,50563.0,-35.52
2400.75,-37.96,50600.0,-36.21
2401.3,-37.56,50638.0,-35.61
2401.85,-37.74,50675.0,-35.88
2402.4,-38.21,50713.0,-36.58
2402.95,-38.03,50753.0,-36.31
2403.5,-37.99,50792.0,-36.25
2404.05,-37.47,50832.0,-35.48
2404.6,-37.95,50868.0,-36.19
2405.15,-37.52,50907.0,-35.55
2405.7,-37.79,50944.0,-35.96
2406.25,-37.95,50983.0,-36.19
2406.8,-37.27,51022.0,-35.18
2407.35,-38.13,51058.0,-36.46
2407.9,-37.77,51098.0,-35.93
2408.45,-37.35,51137.0,-35.3
2409.0,-37.28,51173.0,-35.19
2409.55,-37.6,51209.0,-35.67
2410.1,-37.4,51247.0,-35.37
2410.65,-37.69,51284.0,-35.81
2411.2,-37.29,51322.0,-35.21
2411.75,-37.61,51359.0,-35.69
2412.3,-37.88,51397.0,-36.09
2412.85,-37.31,51436.0,-35.24
2413.4,-36.97,51473.0,-34.73
2413.95,-37.95,51508.0,-36.19
2414.5,-37.45,51548.0,-35.45
2415.05,-36.29,51586.0,-33.72
2415.6,-36.59,51618.0,-34.16
2416.15,-37.34,51652.0,-35.28
2416.7,-38.38,51690.0,-36.84
2417.25,-39.7,51732.0,-38.81
2417.8,-36.68,51785.0,-34.3
2418.35,-36.95,51820.0,-34.7
2418.9,-37.89,51856.0,-36.1
2419.45,-37.94,51896.0,-36.18
2420.0,-36.13,51936.0,-33.48
2420.55,-38.9,51969.0,-37.61
2421.1,-41.7,52016.0,-41.79
2421.65,-40.6,52095.0,-40.15
2422.2,-41.14,52158.0,-40.96
2422.75,-40.5,52228.0,-40.0
2423.3,-41.64,52291.0,-41.7
2423.85,-40.95,52369.0,-40.67
2424.4,-40.72,52437.0,-40.33
2424.95,-40.09,52502.0,-39.39
2425.5,-41.07,52560.0,-40.85
2426.05,-40.24,52630.0,-39.61
2426.6,-37.88,52690.0,-36.09
2427.15,-36.82,52731.0,-34.51
2427.7,-39.66,52767.0,-38.75
2428.25,-41.03,52821.0,-40.79
2428.8,-41.48,52891.0,-41.46
2429.35,-40.63,52968.0,-40.19
2429.9,-40.79,53032.0,-40.43
2430.45,-40.46,53099.0,-39.94
2431.0,-38.92,53162.0,-37.64
2431.55,-37.45,53211.0,-35.45
2432.1,-37.85,53250.0,-36.04
2432.65,-38.12,53291.0,-36.45
2433.2,-38.53,53334.0,-37.06
2433.75,-37.81,53380.0,-35.99
2434.3,-37.28,53421.0,-35.19
2434.85,-36.83,53460.0,-34.52
2435.4,-38.28,53497.0,-36.69
2435.95,-41.03,53541.0,-40.79
2436.5,-40.31,53612.0,-39.72
2437.05,-41.21,53675.0,-41.06
2437.6,-40.94,53749.0,-40.66
2438.15,-39.78,53819.0,-38.93
2438.7,-40.14,53876.0,-39.46
2439.25,-40.64,53937.0,-40.21
2439.8,-41.76,54003.0,-41.88
2440.35,-39.92,54087.0,-39.13
2440.9,-40.06,54146.0,-39.34
2441.45,-38.78,54206.0,-37.43
2442.0,-39.26,54254.0,-38.15
2442.55,-38.66,54307.0,-37.25
2443.1,-38.16,54355.0,-36.51
2443.65,-38.71,54399.0,-37.33
2444.2,-38.48,54447.0,-36.99
2444.75,-38.55,54494.0,-37.09
2445.3,-39.2,54541.0,-38.06
2445.85,-38.8,54594.0,-37.46
2446.4,-38.71,54643.0,-37.33
2446.95,-38.39,54692.0,-36.85
2447.5,-38.29,54738.0,-36.7
2448.05,-38.19,54784.0,-36.55
2448.6,-38.44,54829.0,-36.93
2449.15,-37.99,54876.0,-36.25
2449.7,-38.44,54920.0,-36.93
2450.25,-38.77,54968.0,-37.42
2450.8,-38.23,55017.0,-36.61
2451.35,-37.95,55063.0,-36.19
2451.9,-38.65,55107.0,-37.24
2452.45,-38.71,55156.0,-37.33
2453.0,-38.67,55206.0,-37.27
2453.55,-38.23,55255.0,-36.61
2454.1,-37.75,55301.0,-35.9
2454.65,-37.5,55344.0,-35.52
2455.2,-37.58,55386.0,-35.64
2455.75,-37.11,55429.0,-34.94
2456.3,-38.26,55469.0,-36.66
2456.85,-36.93,55516.0,-34.67
2457.4,-37.22,55555.0,-35.1
2457.95,-37.41,55596.0,-35.39
2458.5,-38.26,55638.0,-36.66
2459.05,-37.07,55685.0,-34.88
2459.6,-37.06,55725.0,-34.87
2460.15,-39.38,55765.0,-38.33
2460.7,-39.38,55822.0,-38.33
2461.25,-38.55,55878.0,-37.09
2461.8,-36.85,55927.0,-34.55
2462.35,-37.25,55967.0,-35.15
2462.9,-40.12,56008.0,-39.43
2463.45,-40.31,56073.0,-39.72
2464.0,-40.34,56140.0,-39.76
2464.55,-40.58,56207.0,-40.12
2465.1,-38.87,56278.0,-37.57
2465.65,-38.49,56330.0,-37.0
2466.2,-36.67,56380.0,-34.28
2466.75,-38.06,56419.0,-36.36
2467.3,-37.1,56466.0,-34.93
2467.85,-38.04,56507.0,-36.33
2468.4,-39.17,56554.0,-38.01
2468.95,-37.03,56609.0,-34.82
2469.5,-37.31,56651.0,-35.24
2470.05,-36.32,56693.0,-33.76
2470.6,-36.85,56732.0,-34.55
2471.15,-36.2,56772.0,-33.58
2471.7,-37.11,56810.0,-34.94
2472.25,-39.75,56852.0,-38.88
2472.8,-39.93,56914.0,-39.15
2473.35,-40.73,56978.0,-40.34
2473.9,-38.79,57052.0,-37.45
2474.45,-36.18,57105.0,-33.55
2475.0,-36.28,57144.0,-33.7
2475.55,-38.26,57182.0,-36.66
2476.1,-39.6,57231.0,-38.66
2476.65,-40.79,57292.0,-40.43
2477.2,-40.32,57368.0,-39.73
2477.75,-41.07,57438.0,-40.85
2478.3,-40.35,57519.0,-39.78
2478.85,-41.87,57589.0,-42.04
2479.4,-41.1,57685.0,-40.9
2479.95,-40.81,57766.0,-40.46
2480.5,-41.54,57843.0,-41.55
2481.05,-41.02,57933.0,-40.78
2481.6,-39.95,58014.0,-39.18
2482.15,-40.54,58079.0,-40.06
2482.7,-39.98,58153.0,-39.22
2483.25,-40.24,58219.0,-39.61
2483.8,-40.35,58289.0,-39.78
2484.35,-40.48,58361.0,-39.97
2484.9,-41.04,58434.0,-40.81
2485.45,-40.1,58516.0,-39.4
2486.0,-39.02,58584.0,-37.79
2486.55,-40.5,58641.0,-40.0
2487.1,-40.74,58715.0,-40.36
2487.65,-39.71,58793.0,-38.82
2488.2,-40.96,58857.0,-40.69
2488.75,-41.21,58938.0,-41.06
2489.3,-40.79,59024.0,-40.43
2489.85,-41.23,59103.0,-41.09
2490.4,-41.44,59189.0,-41.4
2490.95,-41.33,59279.0,-41.24
2491.5,-41.63,59367.0,-41.69
2492.05,-41.74,59462.0,-41.85
2492.6,-41.59,59558.0,-41.63
2493.15,-40.96,59652.0,-40.69
2493.7,-40.56,59734.0,-40.09
2494.25,-40.63,59811.0,-40.19
2494.8,-42.25,59888.0,-42.61
2495.35,-41.12,59997.0,-40.93
2495.9,-41.91,60083.0,-42.1
2496.45,-41.65,60185.0,-41.72
2497.0,-42.04,60281.0,-42.3
2497.55,-41.34,60385.0,-41.25
2498.1,-41.54,60476.0,-41.55
2498.65,-41.64,60570.0,-41.7
2499.2,-42.38,60666.0,-42.81
2499.75,-40.92,60780.0,-40.63
2500.3,-41.13,60863.0,-40.94
2500.85,-40.48,60951.0,-39.97
2501.4,-40.49,61027.0,-39.99
2501.95,-40.55,61104.0,-40.07
2502.5,-40.66,61182.0,-40.24
2503.05,-40.98,61262.0,-40.72
2503.6,-40.05,61347.0,-39.33
2504.15,-40.32,61419.0,-39.73
2504.7,-37.78,61494.0,-35.94
2505.25,-37.65,61544.0,-35.75
2505.8,-37.99,61594.0,-36.25
2506.35,-38.41,61645.0,-36.88
2506.9,-38.59,61701.0,-37.15
2507.45,-40.83,61757.0,-40.49
2508.0,-42.01,61841.0,-42.25
2508.55,-41.38,61948.0,-41.31
2509.1,-42.04,62042.0,-42.3
2509.65,-41.84,62151.0,-42.0
2510.2,-41.76,62255.0,-41.88
2510.75,-41.61,62357.0,-41.66
2511.3,-41.02,62456.0,-40.78
2511.85,-41.22,62544.0,-41.07
2512.4,-40.16,62636.0,-39.49
2512.95,-41.26,62711.0,-41.13
2513.5,-41.77,62804.0,-41.9
2514.05,-42.11,62908.0,-42.4
2514.6,-42.3,63019.0,-42.69
2515.15,-42.64,63136.0,-43.19
2515.7,-41.46,63263.0,-41.43
2516.25,-42.31,63361.0,-42.7
2516.8,-41.89,63479.0,-42.07
2517.35,-41.46,63586.0,-41.43
2517.9,-41.45,63684.0,-41.42
2518.45,-41.44,63782.0,-41.4
2519.0,-41.29,63880.0,-41.18
2519.55,-41.75,63975.0,-41.87
2520.1,-41.59,64080.0,-41.63
2520.65,-40.55,64182.0,-40.07
2521.2,-41.89,64264.0,-42.07
2521.75,-41.14,64373.0,-40.96
2522.3,-41.57,64466.0,-41.6
2522.85,-41.73,64568.0,-41.84
2523.4,-41.65,64674.0,-41.72
2523.95,-41.0,64778.0,-40.75
2524.5,-41.86,64869.0,-42.03
2525.05,-42.08,64978.0,-42.36
2525.6,-42.09,65093.0,-42.37
2526.15,-41.96,65208.0,-42.18
2526.7,-41.25,65320.0,-41.12
2527.25,-41.67,65417.0,-41.75
2527.8,-41.39,65523.0,-41.33
2528.35,-41.95,65622.0,-42.16
2528.9,-41.86,65735.0,-42.03
2529.45,-42.47,65846.0,-42.94
2530.0,-41.51,65973.0,-41.51
2530.55,-41.49,66076.0,-41.48
2531.1,-41.07,66179.0,-40.85
2531.65,-41.21,66273.0,-41.06
2532.2,-41.23,66370.0,-41.09
2532.75,-42.05,66468.0,-42.31
2533.3,-41.59,66585.0,-41.63
2533.85,-41.18,66691.0,-41.01
2534.4,-40.2,66788.0,-39.55
2534.95,-38.97,66869.0,-37.72
2535.5,-37.93,66934.0,-36.16
2536.05,-39.36,66990.0,-38.3
2536.6,-41.84,67060.0,-42.0
2537.15,-41.79,67173.0,-41.93
2537.7,-41.98,67285.0,-42.21
2538.25,-42.79,67402.0,-43.42
2538.8,-41.6,67542.0,-41.64
2539.35,-41.64,67650.0,-41.7
2539.9,-40.45,67759.0,-39.93
2540.45,-40.19,67845.0,-39.54
2541.0,-40.58,67927.0,-40.12
2541.55,-39.26,68016.0,-38.15
2542.1,-39.75,68085.0,-38.88
2542.65,-39.72,68162.0,-38.84
2543.2,-38.36,68237.0,-36.81
2543.75,-38.53,68299.0,-37.06
2544.3,-38.21,68361.0,-36.58
2544.85,-38.38,68421.0,-36.84
2545.4,-38.22,68483.0,-36.6
2545.95,-38.23,68543.0,-36.61
2546.5,-38.3,68604.0,-36.72
2547.05,-37.8,68665.0,-35.97
2547.6,-38.43,68722.0,-36.91
2548.15,-37.62,68785.0,-35.7
2548.7,-38.02,68841.0,-36.3
2549.25,-37.79,68900.0,-35.96
2549.8,-36.15,68958.0,-33.51
2550.35,-38.09,69005.0,-36.4
2550.9,-37.41,69065.0,-35.39
2551.45,-37.76,69120.0,-35.91
2552.0,-37.22,69178.0,-35.1
2552.55,-36.61,69232.0,-34.19
2553.1,-37.05,69282.0,-34.85
2553.65,-36.96,69336.0,-34.72
2554.2,-36.92,69388.0,-34.66
2554.75,-36.5,69441.0,-34.03
2555.3,-36.29,69491.0,-33.72
2555.85,-36.84,69540.0,-34.54
2556.4,-35.96,69592.0,-33.22
2556.95,-36.36,69640.0,-33.82
2557.5,-37.6,69689.0,-35.67
2558.05,-42.04,69747.0,-42.3
2558.6,-42.85,69873.0,-43.51
2559.15,-42.55,70026.0,-43.06
2559.7,-43.02,70168.0,-43.76
2560.25,-42.66,70327.0,-43.22
2560.8,-43.07,70474.0,-43.84
2561.35,-42.31,70636.0,-42.7
2561.9,-43.31,70771.0,-44.19
2562.45,-42.62,70943.0,-43.16
2563.0,-42.89,71090.0,-43.57
2563.55,-42.79,71246.0,-43.42
2564.1,-42.86,71398.0,-43.52
2564.65,-40.96,71554.0,-40.69
2565.2,-40.0,71656.0,-39.25
2565.75,-38.28,71742.0,-36.69
2566.3,-39.36,71807.0,-38.3
2566.85,-39.15,71884.0,-37.99
2567.4,-39.31,71958.0,-38.22
2567.95,-38.85,72035.0,-37.54
2568.5,-38.94,72106.0,-37.67
2569.05,-38.6,72179.0,-37.16
2569.6,-38.35,72247.0,-36.79
2570.15,-38.85,72314.0,-37.54
2570.7,-38.19,72386.0,-36.55
2571.25,-38.13,72451.0,-36.46
2571.8,-38.34,72516.0,-36.78
2572.35,-37.9,72582.0,-36.12
2572.9,-38.17,72645.0,-36.52
2573.45,-38.23,72711.0,-36.61
2574.0,-38.08,72777.0,-36.39
2574.55,-37.73,72842.0,-35.87
2575.1,-38.06,72904.0,-36.36
2575.65,-37.98,72969.0,-36.24
2576.2,-37.35,73033.0,-35.3
2576.75,-37.02,73092.0,-34.81
2577.3,-37.74,73149.0,-35.88
2577.85,-37.48,73212.0,-35.49
2578.4,-37.27,73272.0,-35.18
2578.95,-37.68,73332.0,-35.79
2579.5,-37.12,73394.0,-34.96
2580.05,-37.54,73452.0,-35.58
2580.6,-37.23,73514.0,-35.12
2581.15,-37.33,73573.0,-35.27
2581.7,-36.45,73633.0,-33.96
2582.25,-37.16,73688.0,-35.01
2582.8,-36.87,73747.0,-34.58
2583.35,-37.5,73804.0,-35.52
2583.9,-36.32,73866.0,-33.76
2584.45,-35.85,73920.0,-33.06
2585.0,-37.22,73972.0,-35.1
2585.55,-41.44,74032.0,-41.4
2586.1,-41.73,74153.0,-41.84
2586.65,-41.61,74283.0,-41.66
2587.2,-41.8,74409.0,-41.94
2587.75,-42.75,74541.0,-43.36
2588.3,-42.12,74705.0,-42.42
2588.85,-42.53,74847.0,-43.03
2589.4,-41.89,75003.0,-42.07
2589.95,-42.46,75138.0,-42.93
2590.5,-41.36,75292.0,-41.28
2591.05,-40.52,75414.0,-40.03
2591.6,-39.67,75517.0,-38.76
2592.15,-39.02,75605.0,-37.79
2592.7,-38.34,75684.0,-36.78
2593.25,-38.11,75756.0,-36.43
2593.8,-39.48,75825.0,-38.48
2594.35,-39.87,75912.0,-39.06
2594.9,-39.66,76004.0,-38.75
2595.45,-39.85,76093.0,-39.03
2596.0,-38.97,76185.0,-37.72
2596.55,-39.12,76265.0,-37.94
2597.1,-39.18,76347.0,-38.03
2597.65,-38.92,76430.0,-37.64
2598.2,-38.76,76509.0,-37.4
2598.75,-38.06,76587.0,-36.36
2599.3,-37.94,76657.0,-36.18
2599.85,-38.18,76727.0,-36.54
2600.4,-37.99,76798.0,-36.25
2600.95,-38.95,76868.0,-37.69
2601.5,-38.31,76949.0,-36.73
2602.05,-37.79,77023.0,-35.96
2602.6,-39.07,77092.0,-37.87
2603.15,-39.75,77174.0,-38.88
2603.7,-39.32,77268.0,-38.24
2604.25,-39.1,77354.0,-37.91
2604.8,-39.12,77438.0,-37.94
2605.35,-39.23,77522.0,-38.1
2605.9,-38.89,77608.0,-37.6
2606.45,-38.61,77690.0,-37.18
2607.0,-38.45,77768.0,-36.94
2607.55,-38.51,77845.0,-37.03
2608.1,-38.62,77922.0,-37.19
2608.65,-38.48,78001.0,-36.99
2609.2,-38.6,78078.0,-37.16
2609.75,-38.61,78157.0,-37.18
2610.3,-38.0,78236.0,-36.27
2610.85,-38.86,78309.0,-37.55
2611.4,-38.32,78392.0,-36.75
2611.95,-37.58,78468.0,-35.64
2612.5,-37.5,78537.0,-35.52
2613.05,-37.73,78605.0,-35.87
2613.6,-37.97,78676.0,-36.22
2614.15,-37.83,78749.0,-36.01
2614.7,-37.76,78821.0,-35.91
2615.25,-37.89,78893.0,-36.1
2615.8,-37.57,78965.0,-35.63
2616.35,-37.97,79035.0,-36.22
2616.9,-37.62,79109.0,-35.7
2617.45,-37.51,79180.0,-35.54
2618.0,-37.14,79250.0,-34.99
2618.55,-37.54,79316.0,-35.58
2619.1,-37.36,79387.0,-35.31
2619.65,-37.39,79456.0,-35.36
2620.2,-36.9,79525.0,-34.63
2620.75,-37.43,79590.0,-35.42
2621.3,-36.89,79660.0,-34.61
2621.85,-37.22,79726.0,-35.1
2622.4,-37.13,79794.0,-34.97
2622.95,-37.16,79862.0,-35.01
2623.5,-37.43,79930.0,-35.42
2624.05,-37.2,80001.0,-35.07
2624.6,-36.84,80070.0,-34.54
2625.15,-37.3,80136.0,-35.22
2625.7,-37.19,80206.0,-35.06
2626.25,-37.41,80275.0,-35.39
2626.8,-37.71,80346.0,-35.84
2627.35,-37.77,80420.0,-35.93
2627.9,-37.15,80495.0,-35.0
2628.45,-37.03,80564.0,-34.82
2629.0,-37.2,80633.0,-35.07
2629.55,-36.99,80703.0,-34.76
2630.1,-36.72,80771.0,-34.36
2630.65,-37.11,80838.0,-34.94
2631.2,-37.02,80907.0,-34.81
2631.75,-37.34,80976.0,-35.28
2632.3,-37.36,81048.0,-35.31
2632.85,-36.75,81121.0,-34.4
2633.4,-36.23,81188.0,-33.63
2633.95,-36.39,81252.0,-33.87
2634.5,-36.78,81317.0,-34.45
2635.05,-37.32,81385.0,-35.25
2635.6,-36.99,81458.0,-34.76
2636.15,-37.18,81528.0,-35.04
2636.7,-37.03,81600.0,-34.82
2637.25,-36.77,81670.0,-34.43
2637.8,-36.31,81739.0,-33.75
2638.35,-36.24,81804.0,-33.64
2638.9,-36.33,81869.0,-33.78
2639.45,-36.09,81935.0,-33.42
2640.0,-36.5,82000.0,-34.03
2640.55,-36.62,82067.0,-34.21
2641.1,-36.65,82136.0,-34.25
2641.65,-36.16,82204.0,-33.52
2642.2,-36.18,82270.0,-33.55
2642.75,-36.32,82335.0,-33.76
2643.3,-36.71,82402.0,-34.34
2643.85,-36.79,82472.0,-34.46
2644.4,-36.64,82543.0,-34.24
2644.95,-36.61,82612.0,-34.19
2645.5,-35.95,82681.0,-33.21
2646.05,-36.24,82747.0,-33.64
2646.6,-35.98,82814.0,-33.25
2647.15,-35.57,82879.0,-32.64
2647.7,-35.61,82942.0,-32.7
2648.25,-36.05,83006.0,-33.36
2648.8,-39.14,83072.0,-37.97
2649.35,-38.76,83172.0,-37.4
2649.9,-37.31,83265.0,-35.24
2650.45,-37.54,83342.0,-35.58
2651.0,-38.52,83421.0,-37.04
2651.55,-38.96,83512.0,-37.7
2652.1,-39.08,83610.0,-37.88
2652.65,-38.2,83710.0,-36.57
2653.2,-39.11,83797.0,-37.93
2653.75,-38.49,83898.0,-37.0
2654.3,-39.05,83989.0,-37.84
2654.85,-38.88,84089.0,-37.58
2655.4,-39.47,84187.0,-38.46
2655.95,-39.51,84294.0,-38.52
2656.5,-39.22,84403.0,-38.09
2657.05,-39.65,84507.0,-38.73
2657.6,-39.59,84619.0,-38.64
2658.15,-39.36,84729.0,-38.3
2658.7,-40.2,84836.0,-39.55
2659.25,-39.98,84960.0,-39.22
2659.8,-39.74,85080.0,-38.87
2660.35,-40.64,85194.0,-40.21
2660.9,-39.99,85330.0,-39.24
2661.45,-40.17,85451.0,-39.51
2662.0,-40.5,85575.0,-40.0
2662.55,-40.88,85708.0,-40.57
2663.1,-40.59,85852.0,-40.13
2663.65,-40.37,85988.0,-39.81
2664.2,-38.74,86118.0,-37.37
2664.75,-38.46,86217.0,-36.96
2665.3,-39.35,86312.0,-38.28
2665.85,-39.04,86422.0,-37.82
2666.4,-38.34,86527.0,-36.78
2666.95,-38.65,86621.0,-37.24
2667.5,-38.48,86720.0,-36.99
2668.05,-38.19,86816.0,-36.55
2668.6,-38.22,86909.0,-36.6
2669.15,-37.98,87002.0,-36.24
2669.7,-37.98,87093.0,-36.24
2670.25,-38.25,87183.0,-36.64
2670.8,-38.86,87278.0,-37.55
2671.35,-38.52,87381.0,-37.04
2671.9,-38.12,87480.0,-36.45
2672.45,-37.57,87573.0,-35.63
2673.0,-37.84,87660.0,-36.03
2673.55,-38.13,87750.0,-36.46
2674.1,-37.74,87844.0,-35.88
2674.65,-37.83,87933.0,-36.01
2675.2,-37.7,88024.0,-35.82
2675.75,-37.46,88113.0,-35.46
2676.3,-37.94,88200.0,-36.18
2676.85,-37.61,88293.0,-35.69
2677.4,-38.3,88382.0,-36.72
2677.95,-38.07,88479.0,-36.37
2678.5,-37.89,88574.0,-36.1
2679.05,-39.28,88667.0,-38.18
2679.6,-38.85,88782.0,-37.54
2680.15,-39.08,88889.0,-37.88
2680.7,-38.94,89001.0,-37.67
2681.25,-39.27,89110.0,-38.16
2681.8,-39.07,89225.0,-37.87
2682.35,-39.61,89337.0,-38.67
2682.9,-39.39,89460.0,-38.34
2683.45,-39.09,89579.0,-37.9
2684.0,-39.13,89692.0,-37.96
2684.55,-38.99,89806.0,-37.75
2685.1,-39.62,89918.0,-38.69
2685.65,-39.37,90043.0,-38.31
2686.2,-39.78,90163.0,-38.93
2686.75,-40.06,90291.0,-39.34
2687.3,-39.54,90427.0,-38.57
2687.85,-39.59,90551.0,-38.64
2688.4,-39.66,90676.0,-38.75
2688.95,-39.36,90803.0,-38.3
2689.5,-39.32,90924.0,-38.24
2690.05,-39.85,91045.0,-39.03
2690.6,-39.29,91177.0,-38.19
2691.15,-39.22,91298.0,-38.09
2691.7,-39.39,91417.0,-38.34
2692.25,-39.62,91540.0,-38.69
2692.8,-39.35,91669.0,-38.28
2693.35,-40.01,91792.0,-39.27
2693.9,-39.63,91930.0,-38.7
2694.45,-39.38,92059.0,-38.33
2695.0,-39.44,92184.0,-38.42
2695.55,-39.55,92309.0,-38.58
2696.1,-39.8,92438.0,-38.96
2696.65,-39.53,92573.0,-38.55
2697.2,-39.01,92702.0,-37.78
2697.75,-39.85,92820.0,-39.03
2698.3,-39.29,92957.0,-38.19
2698.85,-39.09,93081.0,-37.9
2699.4,-39.19,93202.0,-38.04
2699.95,-39.18,93325.0,-38.03
2700.5,-39.32,93449.0,-38.24
2701.05,-39.22,93575.0,-38.09
2701.6,-39.37,93700.0,-38.31
2702.15,-39.16,93828.0,-38.0
2702.7,-39.13,93952.0,-37.96
2703.25,-39.45,94076.0,-38.43
2703.8,-38.92,94206.0,-37.64
2704.35,-39.26,94326.0,-38.15
2704.9,-38.5,94454.0,-37.01
2705.45,-38.87,94567.0,-37.57
2706.0,-38.97,94687.0,-37.72
2706.55,-38.75,94810.0,-37.39
2707.1,-38.94,94928.0,-37.67
2707.65,-38.82,95050.0,-37.49
2708.2,-38.99,95171.0,-37.75
2708.75,-38.99,95295.0,-37.75
2709.3,-38.72,95419.0,-37.34
2709.85,-39.08,95538.0,-37.88
2710.4,-38.63,95665.0,-37.21
2710.95,-38.25,95783.0,-36.64
2711.5,-38.61,95895.0,-37.18
2712.05,-39.53,96014.0,-38.55
2712.6,-38.64,96152.0,-37.22
2713.15,-38.65,96272.0,-37.24
2713.7,-39.09,96392.0,-37.9
2714.25,-38.91,96521.0,-37.63
2714.8,-38.5,96647.0,-37.01
2715.35,-38.39,96765.0,-36.85
2715.9,-38.16,96882.0,-36.51
2716.45,-38.68,96995.0,-37.28
2717.0,-38.37,97117.0,-36.82
2717.55,-38.44,97235.0,-36.93
2718.1,-38.33,97354.0,-36.76
2718.65,-38.47,97471.0,-36.97
2719.2,-38.29,97591.0,-36.7
2719.75,-38.29,97708.0,-36.7
2720.3,-38.34,97825.0,-36.78
2720.85,-38.47,97944.0,-36.97
2721.4,-37.52,98065.0,-35.55
2721.95,-38.27,98171.0,-36.67
2722.5,-37.68,98290.0,-35.79
2723.05,-38.0,98399.0,-36.27
2723.6,-37.64,98513.0,-35.73
2724.15,-37.86,98623.0,-36.06
2724.7,-37.58,98735.0,-35.64
2725.25,-37.41,98844.0,-35.39
2725.8,-37.71,98951.0,-35.84
2726.35,-37.95,99063.0,-36.19
2726.9,-37.6,99178.0,-35.67
2727.45,-38.05,99288.0,-36.34
2728.0,-37.69,99406.0,-35.81
2728.55,-37.71,99518.0,-35.84
2729.1,-37.94,99631.0,-36.18
2729.65,-37.6,99748.0,-35.67
2730.2,-37.5,99860.0,-35.52
2730.75,-37.41,99970.0,-35.39
2731.3,-37.36,100080.0,-35.31
2731.85,-37.12,100189.0,-34.96
2732.4,-37.42,100296.0,-35.4
2732.95,-37.11,100406.0,-34.94
2733.5,-37.37,100513.0,-35.33
2734.05,-36.76,100624.0,-34.42
2734.6,-36.79,100727.0,-34.46
2735.15,-36.94,100831.0,-34.69
2735.7,-37.02,100936.0,-34.81
2736.25,-36.6,101044.0,-34.18
2736.8,-36.61,101146.0,-34.19
2737.35,-36.93,101249.0,-34.67
2737.9,-37.16,101355.0,-35.01
2738.45,-36.69,101465.0,-34.31
2739.0,-36.73,101570.0,-34.37
2739.55,-36.7,101675.0,-34.33
2740.1,-36.42,101780.0,-33.91
2740.65,-36.96,101883.0,-34.72
2741.2,-36.38,101992.0,-33.85
2741.75,-36.48,102094.0,-34.0
2742.3,-36.5,102198.0,-34.03
2742.85,-36.01,102302.0,-33.3
2743.4,-36.16,102401.0,-33.52
2743.95,-36.12,102503.0,-33.46
2744.5,-36.0,102604.0,-33.28
2745.05,-35.64,102704.0,-32.75
2745.6,-36.1,102801.0,-33.43
