Depth (m),del18O,Age (yrs BP),temperature
1210.55,-34.48,7011.3,-31.01
1211.1,-35.22,7015.9,-32.12
1211.65,-33.84,7020.7,-30.06
1212.2,-35.03,7025.1,-31.84
1212.75,-34.81,7029.9,-31.51
1213.3,-36.16,7034.6,-33.52
1213.85,-34.77,7039.9,-31.45
1214.4,-34.06,7044.6,-30.39
1214.95,-35.63,7049.1,-32.73
1215.5,-35.85,7054.1,-33.06
1216.05,-35.85,7059.2,-33.06
1216.6,-34.93,7064.3,-31.69
1217.15,-36.01,7069.1,-33.3
1217.7,-34.17,7074.3,-30.55
1218.25,-34.87,7078.8,-31.6
1218.8,-34.35,7083.6,-30.82
1219.35,-33.47,7088.1,-29.51
1219.9,-34.4,7092.5,-30.9
1220.45,-34.46,7097.1,-30.99
1221.0,-34.58,7101.7,-31.16
1221.55,-34.49,7106.4,-31.03
1222.1,-35.1,7111.0,-31.94
1222.65,-35.82,7115.9,-33.01
1223.2,-34.91,7121.0,-31.66
1223.75,-34.64,7125.8,-31.25
1224.3,-34.75,7130.5,-31.42
1224.85,-34.49,7135.2,-31.03
1225.4,-33.48,7139.8,-29.52
1225.95,-35.27,7144.2,-32.19
1226.5,-34.38,7149.1,-30.87
1227.05,-35.37,7153.8,-32.34
1227.6,-34.49,7158.7,-31.03
1228.15,-33.94,7163.4,-30.21
1228.7,-34.66,7167.9,-31.28
1229.25,-34.94,7172.6,-31.7
1229.8,-35.01,7177.4,-31.81
1230.35,-33.96,7182.2,-30.24
1230.9,-33.8,7186.8,-30.0
1231.45,-34.69,7191.3,-31.33
1232.0,-34.31,7196.0,-30.76
1232.55,-34.6,7200.6,-31.19
1233.1,-33.53,7205.3,-29.6
1233.65,-34.68,7209.7,-31.31
1234.2,-34.45,7214.5,-30.97
1234.75,-33.95,7219.2,-30.22
1235.3,-34.06,7223.7,-30.39
1235.85,-33.96,7228.3,-30.24
1236.4,-35.08,7232.8,-31.91
1236.95,-35.27,7237.7,-32.19
1237.5,-34.97,7242.7,-31.75
1238.05,-34.63,7247.5,-31.24
1238.6,-35.48,7252.3,-32.51
1239.15,-34.75,7257.3,-31.42
1239.7,-33.99,7262.1,-30.28
1240.25,-34.88,7266.7,-31.61
1240.8,-34.24,7271.5,-30.66
1241.35,-34.12,7276.1,-30.48
1241.9,-33.33,7280.7,-29.3
1242.45,-35.18,7285.2,-32.06
1243.0,-34.88,7290.1,-31.61
1243.55,-34.1,7295.0,-30.45
1244.1,-34.26,7299.6,-30.69
1244.65,-34.8,7304.2,-31.49
1245.2,-34.18,7309.1,-30.57
1245.75,-35.18,7313.7,-32.06
1246.3,-34.86,7318.7,-31.58
1246.85,-34.47,7323.5,-31.0
1247.4,-34.15,7328.3,-30.52
1247.95,-34.46,7332.9,-30.99
1248.5,-35.02,7337.6,-31.82
1249.05,-33.89,7342.5,-30.13
1249.6,-34.33,7347.1,-30.79
1250.15,-34.49,7351.8,-31.03
1250.7,-34.95,7356.6,-31.72
1251.25,-34.86,7361.5,-31.58
1251.8,-34.96,7366.3,-31.73
1252.35,-34.19,7371.3,-30.58
1252.9,-35.16,7375.9,-32.03
1253.45,-34.25,7380.9,-30.67
1254.0,-35.04,7385.6,-31.85
1254.55,-34.42,7390.6,-30.93
1255.1,-34.07,7395.3,-30.4
1255.65,-34.94,7400.0,-31.7
1256.2,-34.99,7404.9,-31.78
1256.75,-35.01,7409.8,-31.81
1257.3,-34.23,7414.8,-30.64
1257.85,-34.02,7419.5,-30.33
1258.4,-35.29,7424.1,-32.22
1258.95,-34.63,7429.2,-31.24
1259.5,-35.13,7434.0,-31.99
1260.05,-34.94,7439.0,-31.7
1260.6,-34.15,7444.0,-30.52
1261.15,-34.09,7448.7,-30.43
1261.7,-35.12,7453.4,-31.97
1262.25,-34.79,7458.4,-31.48
1262.8,-34.67,7463.3,-31.3
1263.35,-34.54,7468.1,-31.1
1263.9,-34.81,7472.9,-31.51
1264.45,-35.25,7477.9,-32.16
1265.0,-34.24,7482.9,-30.66
1265.55,-33.78,7487.7,-29.97
1266.1,-33.84,7492.3,-30.06
1266.65,-35.03,7496.9,-31.84
1267.2,-34.24,7501.9,-30.66
1267.75,-34.46,7506.7,-30.99
1268.3,-33.88,7511.5,-30.12
1268.85,-35.38,7516.2,-32.36
1269.4,-35.31,7521.3,-32.25
1269.95,-35.16,7526.4,-32.03
1270.5,-34.21,7531.5,-30.61
1271.05,-34.61,7536.3,-31.21
1271.6,-35.09,7541.1,-31.93
1272.15,-34.14,7546.2,-30.51
1272.7,-34.51,7550.9,-31.06
1273.25,-35.95,7555.8,-33.21
1273.8,-35.15,7561.2,-32.01
1274.35,-34.54,7566.3,-31.1
1274.9,-34.99,7571.2,-31.78
1275.45,-35.0,7576.2,-31.79
1276.0,-34.38,7581.3,-30.87
1276.55,-35.01,7586.1,-31.81
1277.1,-34.4,7591.1,-30.9
1277.65,-35.0,7596.0,-31.79
1278.2,-35.11,7601.0,-31.96
1278.75,-34.04,7606.1,-30.36
1279.3,-34.86,7610.8,-31.58
1279.85,-33.83,7615.8,-30.04
1280.4,-34.18,7620.5,-30.57
1280.95,-33.67,7625.3,-29.81
1281.5,-33.55,7630.0,-29.63
1282.05,-34.61,7634.6,-31.21
1282.6,-34.25,7639.5,-30.67
1283.15,-34.86,7644.3,-31.58
1283.7,-35.38,7649.4,-32.36
1284.25,-33.17,7654.6,-29.06
1284.8,-34.5,7659.2,-31.04
1285.35,-34.65,7664.1,-31.27
1285.9,-34.84,7669.0,-31.55
1286.45,-33.87,7674.0,-30.1
1287.0,-34.24,7678.8,-30.66
1287.55,-35.03,7683.6,-31.84
1288.1,-35.2,7688.7,-32.09
1288.65,-34.67,7693.9,-31.3
1289.2,-35.69,7698.9,-32.82
1289.75,-33.86,7704.3,-30.09
1290.3,-33.64,7709.0,-29.76
1290.85,-34.09,7713.7,-30.43
1291.4,-34.58,7718.5,-31.16
1291.95,-34.88,7723.5,-31.61
1292.5,-34.44,7728.5,-30.96
1293.05,-35.39,7733.4,-32.37
1293.6,-33.86,7738.7,-30.09
1294.15,-33.71,7743.5,-29.87
1294.7,-34.35,7748.2,-30.82
1295.25,-34.56,7753.1,-31.13
1295.8,-34.56,7758.1,-31.13
1296.35,-33.81,7763.0,-30.01
1296.9,-34.9,7767.8,-31.64
1297.45,-34.0,7772.9,-30.3
1298.0,-34.47,7777.7,-31.0
1298.55,-35.79,7782.7,-32.97
1299.1,-34.7,7788.2,-31.34
1299.65,-33.69,7793.2,-29.84
1300.2,-35.21,7797.9,-32.1
1300.75,-35.3,7803.2,-32.24
1301.3,-35.56,7808.4,-32.63
1301.85,-34.2,7813.8,-30.6
1302.4,-35.74,7818.7,-32.9
1302.95,-34.43,7824.2,-30.94
1303.5,-34.36,7829.2,-30.84
1304.05,-34.96,7834.1,-31.73
1304.6,-34.09,7839.3,-30.43
1305.15,-34.91,7844.1,-31.66
1305.7,-34.94,7849.3,-31.7
1306.25,-34.66,7854.4,-31.28
1306.8,-34.04,7859.5,-30.36
1307.35,-34.82,7864.4,-31.52
1307.9,-35.74,7869.5,-32.9
1308.45,-34.48,7875.0,-31.01
1309.0,-34.83,7880.0,-31.54
1309.55,-33.54,7885.1,-29.61
1310.1,-34.23,7889.9,-30.64
1310.65,-34.59,7894.8,-31.18
1311.2,-34.32,7899.9,-30.78
1311.75,-33.8,7904.8,-30.0
1312.3,-35.11,7909.7,-31.96
1312.85,-34.16,7914.9,-30.54
1313.4,-34.81,7919.8,-31.51
1313.95,-34.93,7925.0,-31.69
1314.5,-34.73,7930.2,-31.39
1315.05,-35.38,7935.3,-32.36
1315.6,-35.51,7940.7,-32.55
1316.15,-34.72,7946.1,-31.37
1316.7,-34.88,7951.2,-31.61
1317.25,-34.91,7956.4,-31.66
1317.8,-35.14,7961.6,-32.0
1318.35,-36.45,7966.9,-33.96
1318.9,-34.38,7972.9,-30.87
1319.45,-34.45,7977.9,-30.97
1320.0,-36.17,7983.0,-33.54
1320.55,-35.94,7988.8,-33.19
1321.1,-35.13,7994.5,-31.99
1321.65,-34.54,7999.8,-31.1
1322.2,-34.42,8004.9,-30.93
1322.75,-34.63,8009.9,-31.24
1323.3,-35.24,8015.0,-32.15
1323.85,-34.27,8020.4,-30.7
1324.4,-35.27,8025.4,-32.19
1324.95,-36.02,8030.8,-33.31
1325.5,-35.28,8036.5,-32.21
1326.05,-35.66,8041.9,-32.78
1326.6,-35.85,8047.5,-33.06
1327.15,-36.29,8053.2,-33.72
1327.7,-35.81,8059.1,-33.0
1328.25,-35.88,8064.8,-33.1
1328.8,-33.73,8070.5,-29.9
1329.35,-34.0,8075.4,-30.3
1329.9,-36.48,8080.3,-34.0
1330.45,-35.7,8086.4,-32.84
1331.0,-36.62,8092.0,-34.21
1331.55,-35.58,8098.2,-32.66
1332.1,-35.65,8103.7,-32.76
1332.65,-35.52,8109.3,-32.57
1333.2,-35.4,8114.9,-32.39
1333.75,-36.6,8120.4,-34.18
1334.3,-37.92,8126.5,-36.15
1334.85,-36.16,8133.8,-33.52
1335.4,-36.3,8139.7,-33.73
1335.95,-35.63,8145.6,-32.73
1336.5,-35.83,8151.3,-33.03
1337.05,-34.38,8157.0,-30.87
1337.6,-34.94,8162.1,-31.7
1338.15,-36.39,8167.4,-33.87
1338.7,-34.9,8173.5,-31.64
1339.25,-34.86,8178.8,-31.58
1339.8,-34.01,8184.0,-30.31
1340.35,-34.32,8189.1,-30.78
1340.9,-35.01,8194.2,-31.81
1341.45,-34.54,8199.5,-31.1
1342.0,-35.27,8204.7,-32.19
1342.55,-35.71,8210.2,-32.85
1343.1,-34.42,8215.9,-30.93
1343.65,-34.36,8221.0,-30.84
1344.2,-34.65,8226.2,-31.27
1344.75,-35.23,8231.4,-32.13
1345.3,-34.79,8236.9,-31.48
1345.85,-34.35,8242.2,-30.82
1346.4,-35.37,8247.3,-32.34
1346.95,-35.35,8252.8,-32.31
1347.5,-34.49,8258.4,-31.03
1348.05,-35.23,8263.6,-32.13
1348.6,-35.47,8269.1,-32.49
1349.15,-33.87,8274.7,-30.1
1349.7,-33.98,8279.7,-30.27
1350.25,-35.0,8284.7,-31.79
1350.8,-34.65,8290.1,-31.27
1351.35,-34.54,8295.4,-31.1
1351.9,-35.19,8300.6,-32.07
1352.45,-35.29,8306.1,-32.22
1353.0,-35.34,8311.7,-32.3
1353.55,-35.82,8317.2,-33.01
1354.1,-34.49,8323.0,-31.03
1354.65,-34.85,8328.3,-31.57
1355.2,-34.67,8333.6,-31.3
1355.75,-33.97,8338.9,-30.25
1356.3,-34.93,8344.0,-31.69
1356.85,-34.52,8349.4,-31.07
1357.4,-35.74,8354.7,-32.9
1357.95,-35.88,8360.5,-33.1
1358.5,-34.59,8366.3,-31.18
1359.05,-35.27,8371.6,-32.19
1359.6,-34.87,8377.2,-31.6
1360.15,-33.31,8382.6,-29.27
1360.7,-33.81,8387.5,-30.01
1361.25,-34.73,8392.6,-31.39
1361.8,-34.86,8398.0,-31.58
1362.35,-35.12,8403.4,-31.97
1362.9,-35.71,8408.9,-32.85
1363.45,-34.66,8414.7,-31.28
1364.0,-34.06,8420.0,-30.39
1364.55,-34.93,8425.2,-31.69
1365.1,-35.03,8430.6,-31.84
1365.65,-34.91,8436.1,-31.66
1366.2,-34.76,8441.6,-31.43
1366.75,-33.55,8447.0,-29.63
1367.3,-34.96,8452.0,-31.73
1367.85,-35.53,8457.5,-32.58
1368.4,-34.76,8463.2,-31.43
1368.95,-33.67,8468.6,-29.81
1369.5,-34.74,8473.7,-31.4
1370.05,-35.06,8479.1,-31.88
1370.6,-34.09,8484.6,-30.43
1371.15,-35.67,8489.8,-32.79
1371.7,-34.51,8495.6,-31.06
1372.25,-33.63,8501.0,-29.75
1372.8,-33.81,8506.0,-30.01
1373.35,-34.82,8511.2,-31.52
1373.9,-35.7,8516.6,-32.84
1374.45,-34.65,8522.5,-31.27
1375.0,-34.49,8527.9,-31.03
1375.55,-35.88,8533.2,-33.1
1376.1,-35.07,8539.2,-31.9
1376.65,-35.08,8544.7,-31.91
1377.2,-34.26,8550.3,-30.69
1377.75,-35.37,8555.6,-32.34
1378.3,-36.21,8561.3,-33.6
1378.85,-34.74,8567.5,-31.4
1379.4,-35.02,8572.9,-31.82
1379.95,-35.42,8578.5,-32.42
1380.5,-35.21,8584.3,-32.1
1381.05,-35.09,8589.9,-31.93
1381.6,-34.17,8595.5,-30.55
1382.15,-34.44,8600.8,-30.96
1382.7,-34.47,8606.2,-31.0
1383.25,-35.9,8611.5,-33.13
1383.8,-35.53,8617.6,-32.58
1384.35,-35.56,8623.4,-32.63
1384.9,-33.92,8629.3,-30.18
1385.45,-33.94,8634.5,-30.21
1386.0,-34.65,8639.7,-31.27
1386.55,-35.25,8645.2,-32.16
1387.1,-34.03,8650.9,-30.34
1387.65,-34.89,8656.1,-31.63
1388.2,-35.07,8661.7,-31.9
1388.75,-33.83,8667.3,-30.04
1389.3,-34.79,8672.5,-31.48
1389.85,-34.41,8678.1,-30.91
1390.4,-35.49,8683.5,-32.52
1390.95,-34.15,8689.3,-30.52
1391.5,-35.83,8694.6,-33.03
1392.05,-35.2,8700.7,-32.09
1392.6,-35.28,8706.4,-32.21
1393.15,-34.56,8712.1,-31.13
1393.7,-34.59,8717.6,-31.18
1394.25,-34.36,8723.1,-30.84
1394.8,-33.52,8728.5,-29.58
1395.35,-34.47,8733.6,-31.0
1395.9,-35.74,8739.1,-32.9
1396.45,-35.65,8745.1,-32.76
1397.0,-35.48,8751.1,-32.51
1397.55,-34.35,8757.0,-30.82
1398.1,-34.99,8762.4,-31.78
1398.65,-33.99,8768.0,-30.28
1399.2,-34.8,8773.4,-31.49
1399.75,-35.52,8778.9,-32.57
1400.3,-33.86,8784.9,-30.09
1400.85,-33.88,8790.1,-30.12
1401.4,-34.71,8795.4,-31.36
1401.95,-33.91,8801.0,-30.16
1402.5,-34.27,8806.3,-30.7
1403.05,-34.07,8811.7,-30.4
1403.6,-34.68,8817.1,-31.31
1404.15,-34.72,8822.6,-31.37
1404.7,-33.44,8828.2,-29.46
1405.25,-33.66,8833.4,-29.79
1405.8,-34.32,8838.7,-30.78
1406.35,-34.44,8844.1,-30.96
1406.9,-34.48,8849.6,-31.01
1407.45,-34.66,8855.1,-31.28
1408.0,-34.73,8860.7,-31.39
1408.55,-33.04,8866.3,-28.87
1409.1,-33.9,8871.5,-30.15
1409.65,-35.52,8876.8,-32.57
1410.2,-34.23,8882.8,-30.64
1410.75,-35.29,8888.3,-32.22
1411.3,-34.68,8894.1,-31.31
1411.85,-34.49,8899.7,-31.03
1412.4,-34.14,8905.3,-30.51
1412.95,-34.91,8910.7,-31.66
1413.5,-35.73,8916.4,-32.88
1414.05,-35.12,8922.5,-31.97
1414.6,-34.78,8928.4,-31.46
1415.15,-34.82,8934.0,-31.52
1415.7,-35.23,8939.7,-32.13
1416.25,-34.44,8945.6,-30.96
1416.8,-35.36,8951.2,-32.33
1417.35,-34.09,8957.1,-30.43
1417.9,-35.47,8962.5,-32.49
1418.45,-34.77,8968.6,-31.45
1419.0,-34.49,8974.2,-31.03
1419.55,-35.35,8979.8,-32.31
1420.1,-34.0,8985.8,-30.3
1420.65,-34.86,8991.2,-31.58
1421.2,-34.67,8997.0,-31.3
1421.75,-36.18,9002.6,-33.55
1422.3,-34.52,9009.1,-31.07
1422.85,-33.51,9014.7,-29.57
1423.4,-33.59,9020.0,-29.69
1423.95,-33.22,9025.3,-29.13
1424.5,-33.84,9030.6,-30.06
1425.05,-34.4,9036.0,-30.9
1425.6,-34.85,9041.6,-31.57
1426.15,-34.44,9047.4,-30.96
1426.7,-34.93,9053.0,-31.69
1427.25,-34.29,9058.8,-30.73
1427.8,-33.99,9064.3,-30.28
1428.35,-33.61,9069.8,-29.72
1428.9,-34.81,9075.2,-31.51
1429.45,-34.88,9081.0,-31.61
1430.0,-34.36,9086.8,-30.84
1430.55,-35.48,9092.4,-32.51
1431.1,-34.57,9098.5,-31.15
1431.65,-34.8,9104.2,-31.49
1432.2,-34.41,9109.9,-30.91
1432.75,-35.01,9115.6,-31.81
1433.3,-34.94,9121.5,-31.7
1433.85,-34.9,9127.3,-31.64
1434.4,-34.94,9133.1,-31.7
1434.95,-34.19,9139.0,-30.58
1435.5,-35.62,9144.6,-32.72
1436.05,-35.79,9150.8,-32.97
1436.6,-36.3,9157.1,-33.73
1437.15,-35.49,9163.7,-32.52
1437.7,-35.23,9169.9,-32.13
1438.25,-35.07,9175.9,-31.9
1438.8,-34.53,9181.8,-31.09
1439.35,-34.43,9187.5,-30.94
1439.9,-34.1,9193.2,-30.45
1440.45,-34.84,9198.8,-31.55
1441.0,-35.39,9204.6,-32.37
1441.55,-35.01,9210.8,-31.81
1442.1,-33.4,9216.7,-29.4
1442.65,-34.55,9222.1,-31.12
1443.2,-34.6,9227.8,-31.19
1443.75,-34.71,9233.6,-31.36
1444.3,-34.39,9239.4,-30.88
1444.85,-34.01,9245.1,-30.31
1445.4,-35.56,9250.7,-32.63
1445.95,-35.32,9257.0,-32.27
1446.5,-34.08,9263.1,-30.42
1447.05,-33.86,9268.7,-30.09
1447.6,-33.89,9274.2,-30.13
1448.15,-34.59,9279.8,-31.18
1448.7,-34.43,9285.6,-30.94
1449.25,-33.97,9291.3,-30.25
1449.8,-34.66,9296.9,-31.28
1450.35,-34.65,9302.8,-31.27
1450.9,-33.97,9308.6,-30.25
1451.45,-35.24,9314.2,-32.15
1452.0,-34.3,9320.3,-30.75
1452.55,-34.59,9326.0,-31.18
1453.1,-34.65,9331.9,-31.27
1453.65,-33.99,9337.7,-30.28
1454.2,-34.34,9343.3,-30.81
1454.75,-34.02,9349.1,-30.33
1455.3,-34.36,9354.7,-30.84
1455.85,-34.35,9360.5,-30.82
1456.4,-35.82,9366.2,-33.01
1456.95,-34.16,9372.7,-30.54
1457.5,-34.44,9378.4,-30.96
1458.05,-33.13,9384.2,-29.0
1458.6,-34.8,9389.6,-31.49
1459.15,-34.69,9395.6,-31.33
1459.7,-34.81,9401.5,-31.51
1460.25,-34.79,9407.5,-31.48
1460.8,-35.08,9413.4,-31.91
1461.35,-34.07,9419.5,-30.4
1461.9,-35.07,9425.2,-31.9
1462.45,-35.38,9431.3,-32.36
1463.0,-36.23,9437.6,-33.63
1463.55,-35.17,9444.3,-32.04
1464.1,-34.8,9450.5,-31.49
1464.65,-34.1,9456.5,-30.45
1465.2,-34.48,9462.2,-31.01
1465.75,-35.15,9468.1,-32.01
1466.3,-33.76,9474.2,-29.94
1466.85,-34.49,9479.9,-31.03
1467.4,-34.57,9485.8,-31.15
1467.95,-34.76,9491.7,-31.43
1468.5,-34.97,9497.7,-31.75
1469.05,-34.34,9503.8,-30.81
1469.6,-35.24,9509.6,-32.15
1470.15,-34.56,9515.8,-31.13
1470.7,-34.82,9521.8,-31.52
1471.25,-34.83,9527.8,-31.54
1471.8,-34.83,9533.9,-31.54
1472.35,-35.53,9539.9,-32.58
1472.9,-34.88,9546.3,-31.61
1473.45,-33.86,9552.4,-30.09
1474.0,-33.61,9558.1,-29.72
1474.55,-33.55,9563.8,-29.63
1475.1,-33.84,9569.4,-30.06
1475.65,-34.75,9575.1,-31.42
1476.2,-35.1,9581.1,-31.94
1476.75,-35.4,9587.3,-32.39
1477.3,-34.08,9593.7,-30.42
1477.85,-34.45,9599.5,-30.97
1478.4,-35.0,9605.5,-31.79
1478.95,-34.51,9611.6,-31.06
1479.5,-34.87,9617.6,-31.6
1480.05,-34.7,9623.7,-31.34
1480.6,-34.97,9629.8,-31.75
1481.15,-34.66,9635.9,-31.28
1481.7,-35.14,9642.0,-32.0
1482.25,-34.14,9648.3,-30.51
1482.8,-35.72,9654.1,-32.87
1483.35,-34.93,9660.7,-31.69
1483.9,-35.45,9666.9,-32.46
1484.45,-34.69,9673.3,-31.33
1485.0,-35.33,9679.4,-32.28
1485.55,-34.29,9685.8,-30.73
1486.1,-33.61,9691.7,-29.72
1486.65,-34.59,9697.4,-31.18
1487.2,-34.65,9703.5,-31.27
1487.75,-34.8,9709.6,-31.49
1488.3,-35.03,9715.7,-31.84
1488.85,-35.09,9722.0,-31.93
1489.4,-34.81,9728.3,-31.51
1489.95,-33.62,9734.4,-29.73
1490.5,-34.75,9740.2,-31.42
1491.05,-34.78,9746.3,-31.46
1491.6,-34.26,9752.5,-30.69
1492.15,-34.2,9758.4,-30.6
1492.7,-34.77,9764.4,-31.45
1493.25,-35.03,9770.6,-31.84
1493.8,-34.55,9776.9,-31.12
1494.35,-34.41,9782.9,-30.91
1494.9,-34.71,9789.0,-31.36
1495.45,-36.01,9795.1,-33.3
1496.0,-35.72,9802.0,-32.87
1496.55,-34.74,9808.7,-31.4
1497.1,-34.57,9814.9,-31.15
1497.65,-34.07,9821.0,-30.4
1498.2,-34.0,9826.9,-30.3
1498.75,-34.34,9832.8,-30.81
1499.3,-35.17,9838.9,-32.04
1499.85,-35.14,9845.3,-32.0
1500.4,-34.92,9851.7,-31.67
1500.95,-33.96,9858.0,-30.24
1501.5,-35.02,9863.9,-31.82
1502.05,-34.29,9870.2,-30.73
1502.6,-35.01,9876.3,-31.81
1503.15,-34.76,9882.6,-31.43
1503.7,-34.98,9888.9,-31.76
1504.25,-35.44,9895.2,-32.45
1504.8,-36.3,9901.8,-33.73
1505.35,-34.2,9909.0,-30.6
1505.9,-35.46,9915.0,-32.48
1506.45,-35.86,9921.6,-33.07
1507.0,-34.83,9928.5,-31.54
1507.55,-35.38,9934.8,-32.36
1508.1,-35.84,9941.3,-33.04
1508.65,-35.1,9948.2,-31.94
1509.2,-35.89,9954.6,-33.12
1509.75,-34.93,9962.0,-31.69
1510.3,-34.95,9968.0,-31.72
1510.85,-34.45,9974.0,-30.97
1511.4,-35.16,9980.0,-32.03
1511.95,-35.2,9987.0,-32.09
1512.5,-35.33,9993.0,-32.28
1513.05,-36.02,10000.0,-33.31
1513.6,-34.98,10007.0,-31.76
1514.15,-34.73,10014.0,-31.39
1514.7,-35.07,10020.0,-31.9
1515.25,-34.15,10026.0,-30.52
1515.8,-35.65,10032.0,-32.76
1516.35,-34.55,10039.0,-31.12
1516.9,-35.02,10045.0,-31.82
1517.45,-35.69,10052.0,-32.82
1518.0,-35.38,10059.0,-32.36
1518.55,-34.57,10065.0,-31.15
1519.1,-35.73,10072.0,-32.88
1519.65,-35.67,10079.0,-32.79
1520.2,-35.66,10085.0,-32.78
1520.75,-35.62,10092.0,-32.72
1521.3,-35.26,10099.0,-32.18
1521.85,-35.58,10106.0,-32.66
1522.4,-35.96,10112.0,-33.22
1522.95,-36.02,10120.0,-33.31
1523.5,-36.01,10127.0,-33.3
1524.05,-35.06,10134.0,-31.88
1524.6,-35.99,10140.0,-33.27
1525.15,-35.33,10147.0,-32.28
1525.7,-35.52,10154.0,-32.57
1526.25,-35.47,10161.0,-32.49
1526.8,-35.07,10168.0,-31.9
1527.35,-35.47,10174.0,-32.49
1527.9,-35.85,10181.0,-33.06
1528.45,-36.14,10188.0,-33.49
1529.0,-34.75,10195.0,-31.42
1529.55,-34.52,10202.0,-31.07
1530.1,-35.14,10208.0,-32.0
1530.65,-36.28,10215.0,-33.7
1531.2,-36.15,10222.0,-33.51
1531.75,-36.92,10229.0,-34.66
1532.3,-36.08,10237.0,-33.4
1532.85,-36.26,10244.0,-33.67
1533.4,-36.41,10252.0,-33.9
1533.95,-35.8,10259.0,-32.99
1534.5,-35.33,10266.0,-32.28
1535.05,-35.36,10273.0,-32.33
1535.6,-34.96,10280.0,-31.73
1536.15,-35.29,10286.0,-32.22
1536.7,-35.55,10293.0,-32.61
1537.25,-34.99,10300.0,-31.78
1537.8,-35.77,10307.0,-32.94
1538.35,-34.56,10314.0,-31.13
1538.9,-35.09,10320.0,-31.93
1539.45,-35.55,10327.0,-32.61
1540.0,-34.52,10334.0,-31.07
1540.55,-36.51,10340.0,-34.04
1541.1,-35.29,10348.0,-32.22
1541.65,-35.26,10354.0,-32.18
1542.2,-36.57,10361.0,-34.13
1542.75,-35.3,10369.0,-32.24
1543.3,-36.35,10376.0,-33.81
1543.85,-35.13,10383.0,-31.99
1544.4,-35.71,10390.0,-32.85
1544.95,-35.55,10397.0,-32.61
1545.5,-37.16,10404.0,-35.01
1546.05,-35.84,10412.0,-33.04
1546.6,-35.93,10419.0,-33.18
1547.15,-36.41,10427.0,-33.9
1547.7,-35.25,10434.0,-32.16
1548.25,-35.77,10441.0,-32.94
1548.8,-34.78,10448.0,-31.46
1549.35,-35.52,10455.0,-32.57
1549.9,-35.68,10462.0,-32.81
1550.45,-35.58,10469.0,-32.66
1551.0,-35.59,10476.0,-32.67
1551.55,-36.39,10483.0,-33.87
1552.1,-35.99,10491.0,-33.27
1552.65,-35.56,10498.0,-32.63
1553.2,-35.8,10505.0,-32.99
1553.75,-35.7,10512.0,-32.84
1554.3,-36.55,10519.0,-34.1
1554.85,-36.29,10527.0,-33.72
1555.4,-35.43,10535.0,-32.43
1555.95,-34.43,10542.0,-30.94
1556.5,-37.02,10548.0,-34.81
1557.05,-35.77,10556.0,-32.94
1557.6,-36.48,10564.0,-34.0
1558.15,-36.1,10571.0,-33.43
1558.7,-36.62,10579.0,-34.21
1559.25,-35.67,10587.0,-32.79
1559.8,-36.29,10594.0,-33.72
1560.35,-35.63,10602.0,-32.73
1560.9,-35.51,10609.0,-32.55
1561.45,-35.25,10616.0,-32.16
1562.0,-36.36,10623.0,-33.82
1562.55,-36.7,10630.0,-34.33
1563.1,-35.96,10638.0,-33.22
1563.65,-35.85,10646.0,-33.06
1564.2,-36.74,10653.0,-34.39
1564.75,-35.23,10661.0,-32.13
1565.3,-37.19,10668.0,-35.06
1565.85,-37.85,10677.0,-36.04
1566.4,-36.08,10686.0,-33.4
1566.95,-36.78,10693.0,-34.45
1567.5,-36.55,10701.0,-34.1
1568.05,-36.45,10709.0,-33.96
1568.6,-36.34,10717.0,-33.79
1569.15,-37.16,10725.0,-35.01
1569.7,-36.32,10733.0,-33.76
1570.25,-35.95,10741.0,-33.21
1570.8,-35.99,10749.0,-33.27
1571.35,-36.6,10756.0,-34.18
1571.9,-36.99,10764.0,-34.76
1572.45,-35.98,10772.0,-33.25
1573.0,-36.56,10780.0,-34.12
1573.55,-36.55,10788.0,-34.1
1574.1,-36.98,10796.0,-34.75
1574.65,-36.35,10804.0,-33.81
1575.2,-36.58,10812.0,-34.15
1575.75,-36.53,10820.0,-34.07
1576.3,-37.42,10828.0,-35.4
1576.85,-35.58,10837.0,-32.66
1577.4,-35.61,10844.0,-32.7
1577.95,-35.96,10851.0,-33.22
1578.5,-36.74,10859.0,-34.39
1579.05,-36.21,10867.0,-33.6
1579.6,-35.71,10875.0,-32.85
1580.15,-36.78,10882.0,-34.45
1580.7,-35.78,10890.0,-32.96
1581.25,-36.72,10898.0,-34.36
1581.8,-36.32,10906.0,-33.76
1582.35,-35.9,10914.0,-33.13
1582.9,-36.42,10921.0,-33.91
1583.45,-37.74,10929.0,-35.88
1584.0,-36.84,10939.0,-34.54
1584.55,-37.01,10947.0,-34.79
1585.1,-37.22,10955.0,-35.1
1585.65,-36.22,10964.0,-33.61
1586.2,-36.73,10972.0,-34.37
1586.75,-35.98,10980.0,-33.25
1587.3,-37.09,10988.0,-34.91
1587.85,-37.11,10996.0,-34.94
1588.4,-37.94,11005.0,-36.18
1588.95,-36.07,11015.0,-33.39
1589.5,-37.11,11022.0,-34.94
1590.05,-36.57,11031.0,-34.13
1590.6,-36.67,11039.0,-34.28
1591.15,-37.51,11047.0,-35.54
1591.7,-36.55,11057.0,-34.1
1592.25,-36.44,11065.0,-33.94
1592.8,-36.19,11073.0,-33.57
1593.35,-37.89,11081.0,-36.1
1593.9,-37.05,11090.0,-34.85
